,match,BowlingTeam,bowling_pos,bowlerName,O,M,R,W,ECON,0s,4s,6s,WD,NB
6250,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,4,Pardeep Sahu,4,0,31,0,7.75,6,3,0,1,0
6251,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,5,Mohit Sharma,4,0,23,3,5.75,8,2,0,0,0
6252,Rising Pune Supergiants vs Kings XI Punjab,Kings XI Punjab,6,Glenn Maxwell,1,0,3,0,3.00,3,0,0,0,0
6253,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,1,Ishant Sharma,3,0,26,0,8.66,10,4,1,0,0
6254,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,2,Ankit Sharma,4,0,27,1,6.75,8,2,0,2,0
6255,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,3,Ravichandran Ashwin,4,0,27,0,6.75,8,2,1,0,0
6256,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,4,Murugan Ashwin,4,0,36,3,9.00,5,2,2,0,0
6257,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,5,Irfan Pathan,1,0,7,0,7.00,3,1,0,0,0
6258,Rising Pune Supergiants vs Kings XI Punjab,Rising Pune Supergiants,6,Thisara Perera,2.4,0,30,0,11.25,2,4,0,0,0
6259,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,1,Zaheer Khan,4,0,50,1,12.50,6,7,2,0,0
6260,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,2,Chris Morris,4,0,29,0,7.25,9,4,0,0,0
6261,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,3,Mohammed Shami,4,0,34,2,8.50,8,2,2,1,0
6262,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,4,Pawan Negi,3,0,26,0,8.66,3,2,1,0,0
6263,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,5,Amit Mishra,3,0,26,0,8.66,4,2,1,0,0
6264,Royal Challengers Bangalore vs Delhi Daredevils,Delhi Daredevils,6,Carlos Brathwaite,2,0,18,1,9.00,5,2,1,0,0
6265,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,1,Sreenath Aravind,3,0,32,1,10.66,5,4,0,2,0
6266,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,2,Parvez Rasool,3,0,28,0,9.33,5,4,0,0,0
6267,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,3,Shane Watson,4,0,25,2,6.25,12,3,0,1,0
6268,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,4,Yuzvendra Chahal,2.1,0,23,0,10.61,2,2,1,1,0
6269,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,5,David Wiese,4,0,49,0,12.25,6,7,1,2,1
6270,Royal Challengers Bangalore vs Delhi Daredevils,Royal Challengers Bangalore,6,Harshal Patel,3,0,32,0,10.66,4,2,2,0,0
6271,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Bhuvneshwar Kumar,4,0,17,1,4.25,14,1,0,0,0
6272,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Barinder Sran,4,0,28,3,7.00,13,4,0,4,0
6273,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Moises Henriques,4,0,23,0,5.75,10,1,1,1,0
6274,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Mustafizur Rahman,4,0,32,1,8.00,6,3,0,1,0
6275,Mumbai Indians vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Bipul Sharma,4,0,40,0,10.00,6,0,4,0,0
6276,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,1,Tim Southee,4,0,24,3,6.00,11,2,0,1,0
6277,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,2,Mitchell McClenaghan,3.3,0,33,0,9.42,10,2,3,0,0
6278,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,3,Jasprit Bumrah,3,0,19,0,6.33,6,0,1,0,1
6279,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,4,Harbhajan Singh,4,0,38,0,9.50,7,4,1,1,0
6280,Mumbai Indians vs Sunrisers Hyderabad,Mumbai Indians,5,Hardik Pandya,3,0,29,0,9.66,3,3,0,0,0
6281,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,1,Morne Morkel,4,0,27,2,6.75,11,4,0,0,0
6282,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,2,Umesh Yadav,3,0,17,1,5.66,5,0,0,0,0
6283,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,3,Shakib Al Hasan,4,0,28,0,7.00,9,3,0,1,0
6284,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,4,Sunil Narine,4,0,22,2,5.50,10,1,0,1,0
6285,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,5,Piyush Chawla,3,0,18,1,6.00,8,2,0,1,0
6286,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,6,Yusuf Pathan,1,0,6,1,6.00,2,0,0,2,0
6287,Kings XI Punjab vs Kolkata Knight Riders,Kolkata Knight Riders,7,Andre Russell,1,0,18,0,18.00,0,0,2,0,0
6288,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,1,Sandeep Sharma,2,0,21,0,10.50,2,3,0,0,0
6289,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,2,Kyle Abbott,3,0,32,0,10.66,4,5,0,2,0
6290,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,3,Mohit Sharma,3.1,0,29,0,9.15,7,5,0,1,0
6291,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,4,Axar Patel,3,0,19,2,6.33,6,2,0,0,0
6292,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,5,Pardeep Sahu,4,0,18,2,4.50,10,1,0,0,0
6293,Kings XI Punjab vs Kolkata Knight Riders,Kings XI Punjab,6,Glenn Maxwell,2,0,17,0,8.50,3,2,0,0,0
6294,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,1,Tim Southee,4,0,25,0,6.25,11,3,0,0,0
6295,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,2,Mitchell McClenaghan,4,0,46,1,11.50,10,3,4,0,0
6296,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,3,Jasprit Bumrah,4,0,31,3,7.75,8,3,1,0,0
6297,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,4,Harbhajan Singh,2,0,20,0,10.00,3,3,0,2,0
6298,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,5,Krunal Pandya,4,0,27,2,6.75,8,0,0,4,0
6299,Royal Challengers Bangalore vs Mumbai Indians,Mumbai Indians,6,Hardik Pandya,2,0,18,0,9.00,4,0,2,0,0
6300,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,1,Varun Aaron,4,0,37,0,9.25,9,3,1,0,1
6301,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,2,Kane Richardson,3,0,25,1,8.33,9,2,2,0,0
6302,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,3,Shane Watson,4,0,40,0,10.00,8,6,1,1,0
6303,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,4,Harshal Patel,2,0,20,0,10.00,4,2,1,0,0
6304,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,5,Iqbal Abdulla,4,0,40,3,10.00,6,2,3,1,0
6305,Royal Challengers Bangalore vs Mumbai Indians,Royal Challengers Bangalore,6,Stuart Binny,1,0,8,0,8.00,1,1,0,0,0
6306,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Bhuvneshwar Kumar,4,0,29,4,7.25,11,4,0,2,0
6307,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Barinder Sran,4,0,36,1,9.00,5,3,1,0,0
6308,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Mustafizur Rahman,4,0,19,1,4.75,10,1,0,0,0
6309,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Deepak Hooda,3,0,22,1,7.33,3,2,0,0,0
6310,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Moises Henriques,3,0,17,0,5.66,4,0,0,1,0
6311,Gujarat Lions vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Bipul Sharma,2,0,10,1,5.00,5,1,0,0,0
6312,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,1,Dale Steyn,2,0,17,0,8.50,5,2,0,1,0
6313,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,2,Praveen Kumar,2,0,31,0,15.50,2,3,0,2,0
6314,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,3,Dwayne Bravo,3,0,26,0,8.66,5,4,0,0,0
6315,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,4,Suresh Raina,2,0,16,0,8.00,3,2,0,1,0
6316,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,5,Pravin Tambe,2,0,17,0,8.50,1,1,0,1,0
6317,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,6,Ravindra Jadeja,2.5,0,20,0,7.05,5,1,0,0,0
6318,Gujarat Lions vs Sunrisers Hyderabad,Gujarat Lions,7,Dhawal Kulkarni,1,0,9,0,9.00,1,1,0,0,0
6319,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,1,Ishant Sharma,4,0,47,0,11.75,8,6,2,2,1
6320,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,2,Thisara Perera,4,0,34,3,8.50,8,3,1,2,0
6321,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,3,Ankit Sharma,4,0,31,0,7.75,4,1,1,1,0
6322,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,4,Rajat Bhatia,3,0,22,0,7.33,1,1,0,0,0
6323,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,5,Ravichandran Ashwin,3,0,22,0,7.33,5,1,0,2,0
6324,Royal Challengers Bangalore vs Rising Pune Supergiants,Rising Pune Supergiants,6,Murugan Ashwin,2,0,29,0,14.50,1,2,2,0,0
6325,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,1,Stuart Binny,2,0,23,0,11.50,2,4,0,0,0
6326,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,2,Kane Richardson,3,0,13,3,4.33,11,1,0,0,0
6327,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,3,Harshal Patel,4,0,46,1,11.50,6,5,2,3,0
6328,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,4,Shane Watson,4,0,31,2,7.75,9,2,1,2,0
6329,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,5,Tabraiz Shamsi,4,0,36,1,9.00,7,4,1,0,0
6330,Royal Challengers Bangalore vs Rising Pune Supergiants,Royal Challengers Bangalore,6,Iqbal Abdulla,3,0,22,0,7.33,0,0,0,1,0
6331,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,1,Tim Southee,3,0,21,0,7.00,6,2,0,3,0
6332,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,2,Mitchell McClenaghan,4,0,31,2,7.75,13,2,2,3,0
6333,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,3,Jasprit Bumrah,4,0,42,0,10.50,5,4,1,1,1
6334,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,4,Krunal Pandya,4,0,25,0,6.25,3,1,0,1,0
6335,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya,1,0,7,1,7.00,2,1,0,0,0
6336,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,6,Harbhajan Singh,3,0,24,1,8.00,6,2,1,0,0
6337,Delhi Daredevils vs Mumbai Indians,Mumbai Indians,7,Kieron Pollard,1,0,11,0,11.00,1,0,1,0,0
6338,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,1,Zaheer Khan,4,0,30,1,7.50,10,3,1,1,0
6339,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,2,Mohammed Shami,3,0,24,0,8.00,9,5,0,0,0
6340,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,3,Pawan Negi,1,0,19,0,19.00,0,4,0,0,0
6341,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,4,Chris Morris,4,0,27,1,6.75,7,1,1,1,0
6342,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,5,Amit Mishra,4,0,24,2,6.00,8,0,1,0,0
6343,Delhi Daredevils vs Mumbai Indians,Delhi Daredevils,6,Imran Tahir,4,0,29,0,7.25,7,2,1,0,0
6344,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Bhuvneshwar Kumar,4,0,37,1,9.25,7,3,2,0,0
6345,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Barinder Sran,4,0,33,0,8.25,6,2,1,0,0
6346,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Deepak Hooda,4,0,30,0,7.50,11,1,2,2,0
6347,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Mustafizur Rahman,4,1,9,2,2.25,17,0,0,0,0
6348,Kings XI Punjab vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Moises Henriques,4,0,33,2,8.25,7,3,1,1,0
6349,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,1,Sandeep Sharma,4,0,30,1,7.50,12,2,2,0,0
6350,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,2,Kyle Abbott,3,0,34,0,11.33,4,5,0,0,0
6351,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,3,Glenn Maxwell,2,0,16,0,8.00,4,1,1,0,0
6352,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,4,Mohit Sharma,3,0,20,1,6.66,8,2,0,3,0
6353,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,5,Rishi Dhawan,4,0,35,1,8.75,7,3,1,2,0
6354,Kings XI Punjab vs Sunrisers Hyderabad,Kings XI Punjab,6,Axar Patel,1.5,0,11,0,6.00,4,1,0,0,0
6355,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,1,Praveen Kumar,3,0,28,0,9.33,6,5,0,0,0
6356,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,2,Dhawal Kulkarni,4,0,39,1,9.75,6,3,2,0,0
6357,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,3,Pravin Tambe,3,0,24,1,8.00,4,3,0,0,0
6358,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,4,Shadab Jakati,3,0,28,0,9.33,2,2,1,0,0
6359,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,5,Ravindra Jadeja,3,0,17,0,5.66,5,1,0,0,0
6360,Royal Challengers Bangalore vs Gujarat Lions,Gujarat Lions,6,Dwayne Bravo,4,0,43,0,10.75,5,4,1,2,0
6361,Royal Challengers Bangalore vs Gujarat Lions,Royal Challengers Bangalore,1,Yuzvendra Chahal,4,0,33,1,8.25,6,1,1,1,1
6362,Royal Challengers Bangalore vs Gujarat Lions,Royal Challengers Bangalore,2,Kane Richardson,4,0,53,1,13.25,6,4,3,2,0
6363,Royal Challengers Bangalore vs Gujarat Lions,Royal Challengers Bangalore,3,Iqbal Abdulla,4,0,41,0,10.25,5,4,1,1,0
6364,Royal Challengers Bangalore vs Gujarat Lions,Royal Challengers Bangalore,4,Shane Watson,3.3,0,31,1,8.85,6,4,0,1,1
6365,Royal Challengers Bangalore vs Gujarat Lions,Royal Challengers Bangalore,5,Tabraiz Shamsi,4,0,21,1,5.25,11,2,0,0,0
6366,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,1,Morne Morkel,3,0,30,0,10.00,8,3,2,0,0
6367,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,2,Andre Russell,2,0,16,0,8.00,3,2,0,0,0
6368,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,3,Shakib Al Hasan,3,0,14,1,4.66,7,1,0,0,0
6369,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,4,Sunil Narine,4,0,32,1,8.00,8,1,2,0,0
6370,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,5,Piyush Chawla,3,0,26,0,8.66,4,1,1,0,0
6371,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,6,Rajagopal Sathish,3,0,20,1,6.66,4,0,1,0,0
6372,Rising Pune Supergiants vs Kolkata Knight Riders,Kolkata Knight Riders,7,Umesh Yadav,2,0,16,1,8.00,3,0,1,0,0
6373,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,1,Albie Morkel,3,0,36,2,12.00,5,5,1,2,0
6374,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,2,Thisara Perera,3.3,0,28,2,8.00,8,3,1,0,0
6375,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,3,Ravichandran Ashwin,2,0,21,0,10.50,4,0,2,3,0
6376,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,4,Rajat Bhatia,4,0,19,2,4.75,8,1,0,0,0
6377,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,5,Ankit Sharma,3,0,26,0,8.66,5,0,2,1,0
6378,Rising Pune Supergiants vs Kolkata Knight Riders,Rising Pune Supergiants,6,Murugan Ashwin,4,0,32,1,8.00,10,2,2,1,0
6379,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,1,Sandeep Sharma,4,0,20,1,5.00,13,2,0,1,0
6380,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,2,Mitchell Johnson,4,0,43,1,10.75,8,8,0,0,1
6381,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,3,Axar Patel,4,0,41,1,10.25,4,2,3,0,0
6382,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,4,Mohit Sharma,4,0,38,3,9.50,7,5,0,2,0
6383,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,5,Glenn Maxwell,1,0,11,0,11.00,1,0,1,0,0
6384,Mumbai Indians vs Kings XI Punjab,Kings XI Punjab,6,Pardeep Sahu,3,0,35,0,11.66,1,1,3,0,0
6385,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,1,Tim Southee,4,0,28,2,7.00,11,1,2,0,0
6386,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,2,Mitchell McClenaghan,4,0,32,2,8.00,7,3,0,2,1
6387,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,3,Jasprit Bumrah,4,0,26,3,6.50,7,0,1,0,0
6388,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,4,Krunal Pandya,2,0,20,0,10.00,2,2,0,0,0
6389,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,5,Harbhajan Singh,4,0,31,0,7.75,8,3,1,0,0
6390,Mumbai Indians vs Kings XI Punjab,Mumbai Indians,6,Kieron Pollard,2,0,25,0,12.50,0,2,1,0,0
6391,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,1,Ashok Dinda,4,1,23,3,5.75,16,2,1,2,0
6392,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,2,Mitchell Marsh,4,0,14,2,3.50,15,1,0,0,0
6393,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,3,Thisara Perera,4,0,32,1,8.00,8,2,1,0,0
6394,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,4,Ravichandran Ashwin,4,0,14,1,3.50,12,0,0,0,0
6395,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,5,Rajat Bhatia,3,0,24,0,8.00,4,1,1,1,0
6396,Sunrisers Hyderabad vs Rising Pune Supergiants,Rising Pune Supergiants,6,Murugan Ashwin,1,0,6,0,6.00,1,0,0,0,0
6397,Sunrisers Hyderabad vs Rising Pune Supergiants,Sunrisers Hyderabad,1,Bhuvneshwar Kumar,3,1,17,1,5.66,10,1,0,1,0
6398,Sunrisers Hyderabad vs Rising Pune Supergiants,Sunrisers Hyderabad,2,Ashish Nehra,3,0,21,1,7.00,12,3,0,4,0
6399,Sunrisers Hyderabad vs Rising Pune Supergiants,Sunrisers Hyderabad,3,Mustafizur Rahman,2,0,21,0,10.50,6,4,0,2,0
6400,Sunrisers Hyderabad vs Rising Pune Supergiants,Sunrisers Hyderabad,4,Bipul Sharma,1,0,17,0,17.00,0,2,1,0,0
6401,Sunrisers Hyderabad vs Rising Pune Supergiants,Sunrisers Hyderabad,5,Moises Henriques,2,0,16,1,8.00,5,1,1,0,0
6402,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,1,Zaheer Khan,4,0,48,0,12.00,6,5,2,0,0
6403,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,2,Shahbaz Nadeem,4,0,32,0,8.00,8,2,2,0,0
6404,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,3,Chris Morris,4,0,35,2,8.75,7,3,1,1,0
6405,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,4,Amit Mishra,3,0,27,0,9.00,5,3,1,0,0
6406,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,5,Imran Tahir,4,0,24,3,6.00,9,1,1,0,0
6407,Gujarat Lions vs Delhi Daredevils,Delhi Daredevils,6,Jean-Paul Duminy,1,0,4,1,4.00,2,0,0,0,0
6408,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,1,Praveen Kumar,4,0,13,0,3.25,13,0,0,0,0
6409,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,2,Dhawal Kulkarni,4,1,19,3,4.75,14,3,0,0,0
6410,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,3,Dwayne Bravo,4,0,40,1,10.00,7,4,1,1,0
6411,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,4,Suresh Raina,2,0,17,0,8.50,2,2,0,0,0
6412,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,5,Dwayne Smith,2,0,26,0,13.00,1,0,3,0,0
6413,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,6,James Faulkner,2,0,23,1,11.50,3,1,2,0,0
6414,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,7,Ravindra Jadeja,1,0,14,0,14.00,0,1,1,0,0
6415,Gujarat Lions vs Delhi Daredevils,Gujarat Lions,8,Pravin Tambe,1,0,17,0,17.00,1,0,2,0,0
6416,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,1,Tim Southee,4,0,38,2,9.50,7,5,0,0,0
6417,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,2,Mitchell McClenaghan,4,0,33,1,8.25,7,4,0,0,0
6418,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,3,Jasprit Bumrah,4,0,34,0,8.50,9,3,1,0,0
6419,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,4,Harbhajan Singh,4,0,32,1,8.00,4,2,1,0,0
6420,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya,2,0,15,1,7.50,3,2,0,0,0
6421,Kolkata Knight Riders vs Mumbai Indians,Mumbai Indians,6,Krunal Pandya,2,0,21,0,10.50,1,1,1,0,0
6422,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,1,Jaydev Unadkat,3,0,49,0,16.33,5,3,5,1,0
6423,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,2,Umesh Yadav,2,0,19,1,9.50,4,3,0,2,0
6424,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,3,Shakib Al Hasan,4,0,30,1,7.50,9,3,1,0,0
6425,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,4,Sunil Narine,4,0,22,2,5.50,11,3,0,0,0
6426,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,5,Rajagopal Sathish,2,0,30,0,15.00,3,1,3,2,0
6427,Kolkata Knight Riders vs Mumbai Indians,Kolkata Knight Riders,6,Andre Russell,3,0,28,0,9.33,5,5,0,0,0
6428,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,1,Praveen Kumar,4,0,37,0,9.25,8,6,0,0,0
6429,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,2,Dhawal Kulkarni,3,0,25,0,8.33,4,3,0,1,0
6430,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,3,Ravindra Jadeja,4,0,37,0,9.25,7,0,3,2,0
6431,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,4,Shivil Kaushik,3,0,32,0,10.66,5,2,2,0,1
6432,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,5,James Faulkner,2,0,22,0,11.00,0,1,1,0,0
6433,Rising Pune Supergiants vs Gujarat Lions,Gujarat Lions,6,Dwayne Bravo,4,0,40,1,10.00,4,3,1,1,0
6434,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,1,Albie Morkel,2,0,30,0,15.00,4,4,1,2,0
6435,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,2,Ashok Dinda,4,0,40,2,10.00,8,5,0,3,0
6436,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,3,Thisara Perera,4,0,41,2,10.25,5,6,0,1,0
6437,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,4,Ravichandran Ashwin,4,0,37,0,9.25,4,5,0,1,0
6438,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,5,Rajat Bhatia,3,0,26,1,8.66,3,1,1,0,0
6439,Rising Pune Supergiants vs Gujarat Lions,Rising Pune Supergiants,6,Murugan Ashwin,3,0,22,0,7.33,6,1,1,0,0
6440,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,1,Andre Russell,4,0,26,3,6.50,12,2,1,0,0
6441,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,2,Jason Holder,4,0,35,0,8.75,9,4,1,1,0
6442,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,3,Sunil Narine,3,0,22,1,7.33,9,4,0,1,0
6443,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,4,Umesh Yadav,3,0,33,3,11.00,7,4,2,0,0
6444,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,5,Brad Hogg,4,0,39,0,9.75,1,0,2,0,0
6445,Delhi Daredevils vs Kolkata Knight Riders,Kolkata Knight Riders,6,Piyush Chawla,2,0,24,0,12.00,1,3,0,0,1
6446,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,1,Zaheer Khan,3.3,0,21,3,6.00,9,2,0,1,0
6447,Delhi Daredevils vs Kolkata Knight Riders,Delhi Daredevils,2,Mohammed Shami,4,0,33,0,8.25,7,3,1,1,0
